Precinct,Race,LegislativeDistrict,CountyCouncil,CongressionalDistrict,CounterGroup,CounterType,SumOfCount
ISS 05-0543,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Times Under Voted,0
ISS 05-0543,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Approved,75
ISS 05-0543,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Rejected,63
ISS 05-0543,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Times Over Voted,0
SEA 43-1980,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,392
SEA 43-1980,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,110
SEA 43-1980,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,3
SEA 43-1980,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,54
SEA 43-1980,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,53
SEA 43-1980,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,392
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,110
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,1
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,64
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,44
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,1
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,392
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,110
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,13
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,68
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,28
SEA 43-1980,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,1
SEA 43-1980,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,392
SEA 43-1980,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,110
SEA 43-1980,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,3
SEA 43-1980,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,47
SEA 43-1980,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,60
SEA 43-1980,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1982,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,626
SEA 43-1982,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,99
SEA 43-1982,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,1
SEA 43-1982,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,25
SEA 43-1982,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,73
SEA 43-1982,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,626
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,99
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,0
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,23
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,76
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,626
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,99
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,6
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,29
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,62
SEA 43-1982,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,2
SEA 43-1982,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,626
SEA 43-1982,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,99
SEA 43-1982,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,1
SEA 43-1982,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,21
SEA 43-1982,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,77
SEA 43-1982,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1983,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,520
SEA 43-1983,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,116
SEA 43-1983,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,1
SEA 43-1983,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,36
SEA 43-1983,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,79
SEA 43-1983,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,520
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,116
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,2
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,50
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,64
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,520
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,116
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,16
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,63
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,37
SEA 43-1983,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,0
SEA 43-1983,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,520
SEA 43-1983,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,116
SEA 43-1983,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,1
SEA 43-1983,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,27
SEA 43-1983,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,88
SEA 43-1983,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1986,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,275
SEA 43-1986,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,62
SEA 43-1986,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,2
SEA 43-1986,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,23
SEA 43-1986,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,37
SEA 43-1986,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,275
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,62
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,2
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,26
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,34
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,275
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,62
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,7
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,36
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,19
SEA 43-1986,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,0
SEA 43-1986,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,275
SEA 43-1986,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,62
SEA 43-1986,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,0
SEA 43-1986,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,19
SEA 43-1986,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,43
SEA 43-1986,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1990,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,525
SEA 43-1990,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,112
SEA 43-1990,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,4
SEA 43-1990,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,29
SEA 43-1990,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,79
SEA 43-1990,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,525
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,112
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,4
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,37
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,71
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,525
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,112
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,14
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,58
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,40
SEA 43-1990,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,0
SEA 43-1990,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,525
SEA 43-1990,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,112
SEA 43-1990,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,4
SEA 43-1990,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,21
SEA 43-1990,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,87
SEA 43-1990,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1991,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,695
SEA 43-1991,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,167
SEA 43-1991,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,5
SEA 43-1991,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,65
SEA 43-1991,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,97
SEA 43-1991,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,695
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,167
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,3
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,85
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,79
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,695
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,167
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,32
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,84
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,51
SEA 43-1991,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,0
SEA 43-1991,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,695
SEA 43-1991,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,167
SEA 43-1991,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,7
SEA 43-1991,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,54
SEA 43-1991,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,106
SEA 43-1991,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1992,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,688
SEA 43-1992,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,174
SEA 43-1992,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,5
SEA 43-1992,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,99
SEA 43-1992,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,70
SEA 43-1992,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,688
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,174
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,4
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,119
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,51
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,688
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,174
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,37
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,114
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,22
SEA 43-1992,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,1
SEA 43-1992,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,688
SEA 43-1992,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,174
SEA 43-1992,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,5
SEA 43-1992,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,95
SEA 43-1992,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,74
SEA 43-1992,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1993,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,272
SEA 43-1993,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,71
SEA 43-1993,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,3
SEA 43-1993,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,32
SEA 43-1993,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,36
SEA 43-1993,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,272
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,71
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,0
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,29
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,42
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,272
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,71
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,2
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,42
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,25
SEA 43-1993,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,2
SEA 43-1993,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,272
SEA 43-1993,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,71
SEA 43-1993,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,3
SEA 43-1993,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,19
SEA 43-1993,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,49
SEA 43-1993,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1994,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,323
SEA 43-1994,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,74
SEA 43-1994,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,1
SEA 43-1994,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,14
SEA 43-1994,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,59
SEA 43-1994,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,323
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,74
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,2
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,19
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,53
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,323
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,74
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,4
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,30
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,39
SEA 43-1994,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,1
SEA 43-1994,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,323
SEA 43-1994,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,74
SEA 43-1994,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,2
SEA 43-1994,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,11
SEA 43-1994,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,61
SEA 43-1994,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1995,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,259
SEA 43-1995,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,61
SEA 43-1995,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,0
SEA 43-1995,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,22
SEA 43-1995,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,39
SEA 43-1995,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,259
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,61
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,1
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,24
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,36
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,259
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,61
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,10
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,23
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,28
SEA 43-1995,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,0
SEA 43-1995,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,259
SEA 43-1995,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,61
SEA 43-1995,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,0
SEA 43-1995,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,11
SEA 43-1995,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,50
SEA 43-1995,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
ISS 05-0544,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Registered Voters,712
ISS 05-0544,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Times Counted,130
ISS 05-0544,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Times Under Voted,0
ISS 05-0544,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Approved,70
ISS 05-0544,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Rejected,60
ISS 05-0544,Issaquah School District No. 411 Proposition No. 1,5,3,8,Total,Times Over Voted,0
SEA 43-1996,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,329
SEA 43-1996,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,103
SEA 43-1996,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,3
SEA 43-1996,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,42
SEA 43-1996,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,58
SEA 43-1996,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,329
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,103
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,0
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,50
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,53
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,329
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,103
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,11
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,49
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1A,43
SEA 43-1996,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Over Voted,0
SEA 43-1996,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Registered Voters,329
SEA 43-1996,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Counted,103
SEA 43-1996,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Under Voted,3
SEA 43-1996,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,No,30
SEA 43-1996,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Yes,70
SEA 43-1996,Seattle School District No. 1 Proposition No. 1,43,2,7,Total,Times Over Voted,0
SEA 43-1997,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Registered Voters,303
SEA 43-1997,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Counted,56
SEA 43-1997,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Under Voted,3
SEA 43-1997,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,No,19
SEA 43-1997,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Yes,34
SEA 43-1997,Seattle School District No. 1 Proposition No. 2,43,2,7,Total,Times Over Voted,0
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Registered Voters,303
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Counted,56
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Under Voted,4
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,No,23
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Yes,29
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B,43,2,7,Total,Times Over Voted,0
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Registered Voters,303
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Counted,56
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Times Under Voted,8
SEA 43-1997,City of Seattle Proposition Nos. 1A and 1B (continued),43,2,7,Total,Proposition 1B,26
